time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,school_phase,number_schools,number_schools_with_surplus,number_schools_with_deficit,PC_schools_with_surplus,PC_schools_with_deficit,total_revenue_balance_million,average_revenue_balance,revenue_balance_as_pc_total_income,total_revenue_reserve_schools_surplus_million,total_revenue_reserve_schools_deficit_million,schools_surplus_over_threshold,school_over_threshold_pc_surplus,school_surplus_over_threshold_million,school_over_threshold_av_per_school,B01_million,B02_million,B03_million,B05_million,B06_million,OB01_million,OB02_million,OB03_million,total_income_million
201920,Financial year,Local authority,England,E92000001,South West,E12000009,Gloucestershire,916,E10000013,Secondary,5,3,2,60,40,0.53,106144,2.1,1.02,-0.49,2,66.7,0.78,391410,0.96,-0.43,0.07,0.11,0,0.28,0,0.24,24.99
201920,Financial year,Local authority,England,E92000001,South West,E12000009,Gloucestershire,916,E10000013,Special,8,8,0,100,0,1.71,214259,10.4,1.71,0,5,62.5,1.6,320564,1.57,0.1,0.02,0,0.04,1.77,0.01,0.06,16.46
201920,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,All LA maintained schools,161,150,11,93.2,6.8,14.28,88719,8.2,15.62,-1.33,86,57.3,12.63,146875,5.26,9.02,1.81,0.48,0,14.31,0,2.93,174.48
201920,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,Primary,143,135,8,94.4,5.6,11.1,77639,9,11.27,-0.17,75,55.6,8.56,114097,4.02,7.08,1.24,0.01,0,11.49,0,1.76,123.85
201920,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,PRU,4,3,1,75,25,1.03,258619,13.2,1.22,-0.18,3,100,1.22,405800,0.22,0.81,0.22,0,0,1.31,0,0.24,7.86
201920,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,Secondary,7,5,2,71.4,28.6,0.52,73830,1.7,1.5,-0.99,3,60,1.28,427000,0.68,-0.16,0.21,0.46,0,0.3,0,0.81,30
201920,Financial year,Local authority,England,E92000001,South West,E12000009,Somerset,933,E10000027,Special,7,7,0,100,0,1.63,232874,12.8,1.63,0,5,71.4,1.58,315116,0.34,1.29,0.14,0,0,1.21,0,0.12,12.78
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,City of London,201,E09000001,All LA maintained schools,1,1,0,100,0,0.31,313549,12,0.31,0,1,100,0.31,313549,0,0.34,0,0,-0.02,0.22,-0.03,0,2.6
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,City of London,201,E09000001,Primary,1,1,0,100,0,0.31,313549,12,0.31,0,1,100,0.31,313549,0,0.34,0,0,-0.02,0.22,-0.03,0,2.6
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Camden,202,E09000007,All LA maintained schools,57,48,6,84.2,10.5,12.24,214807,6.9,12.73,-0.49,23,47.9,10.45,454221,10.1,2.13,0.34,0.33,0.01,13.89,0.01,1.24,178.11
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Camden,202,E09000007,Nursery,1,1,0,100,0,0.02,15655,1.1,0.02,0,0,0,0,0,0.02,0,0,0,0,0.16,0,0.01,1.4
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Camden,202,E09000007,Primary,39,32,6,82.1,15.4,6.18,158525,7.5,6.67,-0.49,15,46.9,4.97,331203,5.42,0.75,0.17,0,0.01,7.65,0,0.43,82.71
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Camden,202,E09000007,PRU,3,1,0,33.3,0,0.02,7158,0.5,0.02,0,0,0,0,0,0.02,0,0.02,0,0,0.19,0,0.02,4.07
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Camden,202,E09000007,Secondary,9,9,0,100,0,3.19,354773,4.3,3.19,0,4,44.4,2.66,664315,2.26,0.93,0.04,0.33,0,3.45,0,0.62,74.18
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Camden,202,E09000007,Special,5,5,0,100,0,2.83,566294,18,2.83,0,4,80,2.82,705446,2.39,0.44,0.11,0,0,2.43,0.01,0.16,15.74
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,All LA maintained schools,49,38,11,77.6,22.4,13.17,268716,6.6,15.14,-1.97,22,57.9,12.19,553974,0.72,13,0.19,0.5,-0.55,15.47,-0.52,1.45,199.96
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Nursery,2,2,0,100,0,0.32,158834,17.2,0.32,0,1,50,0.26,260142,0,0.32,0,0.03,0,0.42,0,0.05,1.84
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Primary,37,28,9,75.7,24.3,7.98,215631,6,9.64,-1.66,17,60.7,7.84,460928,0.18,8.27,0.12,0.44,-0.47,10.41,-0.48,1.09,133.36
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,PRU,1,1,0,100,0,1.74,1744730,46.3,1.74,0,1,100,1.74,1744730,0,1.74,0,0.01,0,1.17,0,0.03,3.77
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Secondary,6,5,1,83.3,16.7,2.16,359925,4.5,2.39,-0.23,2,40,1.52,758785,0.53,1.7,0.04,0,-0.07,2.27,-0.04,0.21,48.12
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hackney,204,E09000012,Special,3,2,1,66.7,33.3,0.97,322258,7.5,1.05,-0.09,1,50,0.83,829206,0,0.97,0.03,0.02,0,1.21,0,0.07,12.87
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,All LA maintained schools,33,33,0,100,0,9.55,289283,12.1,9.55,0,21,63.6,7.59,361559,0,9.42,0.06,0.61,0.13,9.31,0.15,0.9,78.88
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Nursery,4,4,0,100,0,1.51,378528,37.4,1.51,0,4,100,1.51,378529,0,1.46,0,0.05,0.05,1.61,0.05,0.06,4.05
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Primary,24,24,0,100,0,5.83,242997,11.1,5.83,0,14,58.3,4.51,322145,0,5.81,0.06,0.33,0.02,5.27,0.04,0.44,52.65
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Secondary,1,1,0,100,0,0.7,701747,11.9,0.7,0,1,100,0.7,701747,0,0.7,0,0.05,0,0.84,0,0.08,5.89
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Hammersmith and Fulham,205,E09000013,Special,4,4,0,100,0,1.5,374632,9.2,1.5,0,2,50,0.87,433426,0,1.44,0,0.18,0.06,1.58,0.06,0.33,16.28
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,All LA maintained schools,52,48,4,92.3,7.7,9.64,185344,6.1,9.88,-0.25,13,27.1,6.35,488310,0,10.66,0.47,0.16,-1.03,11.96,-0.97,0.63,157.82
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Nursery,3,3,0,100,0,0.57,190755,15.4,0.57,0,1,33.3,0.49,487880,0,0.6,0,0,-0.03,0.51,-0.03,0,3.73
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Primary,40,36,4,90,10,4.64,115915,4.7,4.88,-0.25,8,22.2,2.17,270946,0,5.52,0.4,0.09,-0.88,6.62,-0.85,0.55,99.26
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,PRU,1,1,0,100,0,0.04,39285,1,0.04,0,0,0,0,0,0,0.04,0,0.03,0,0.01,0,0.03,4.13
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Secondary,6,6,0,100,0,3.72,619530,8.5,3.72,0,3,50,3.25,1082159,0,3.72,0.07,0.04,0,4.15,0,0.05,43.66
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Islington,206,E09000019,Special,2,2,0,100,0,0.67,336282,9.5,0.67,0,1,50,0.45,446108,0,0.8,0,0,-0.12,0.67,-0.09,0,7.05
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,All LA maintained schools,31,28,3,90.3,9.7,4.54,146405,6.8,5.04,-0.5,16,57.1,3.57,223204,1.34,3,0.28,0.25,0.2,5.07,0.14,0.32,66.34
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Nursery,3,3,0,100,0,0.55,184902,22,0.55,0,3,100,0.55,184902,0.2,0.19,0.11,0,0.17,0.37,0.16,0.09,2.52
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Primary,25,22,3,88,12,3.34,133666,6.3,3.84,-0.5,12,54.5,2.73,227099,0.97,2.34,0.16,0.25,0.03,4.19,-0.01,0.21,52.71
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Secondary,2,2,0,100,0,0.47,235503,5.3,0.47,0,1,50,0.29,291363,0.17,0.31,0,0,0,0.45,0,0,8.83
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Kensington and Chelsea,207,E09000020,Special,1,1,0,100,0,0.17,171212,7.5,0.17,0,0,0,0,0,0,0.17,0.01,0,0,0.06,0,0.02,2.28
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,All LA maintained schools,70,49,21,70,30,9.82,140314,4.4,15.56,-5.74,29,59.2,12.96,446770,15.72,-6.6,0.42,1.12,0.71,10.73,1.02,1.91,222.76
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Nursery,5,4,1,80,20,0.45,90346,7.6,0.87,-0.42,3,75,0.86,287246,1.26,-0.42,0.02,0.06,-0.38,0.64,0.14,0.06,5.95
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Primary,53,38,15,71.7,28.3,7.01,132290,4.7,10.7,-3.68,21,55.3,8.42,400737,10.77,-4.52,0.29,0.86,0.76,8.49,0.6,1.5,148.35
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Secondary,7,5,2,71.4,28.6,3.12,446181,6.1,3.27,-0.14,3,60,2.95,984051,2.96,-0.15,0.07,0.14,0.31,2.1,0.27,0.18,51.42
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lambeth,208,E09000022,Special,5,2,3,40,60,-0.76,-152868,-4.5,0.73,-1.49,2,100,0.73,363483,0.73,-1.5,0.04,0.07,0.01,-0.5,0.01,0.16,17.04
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,All LA maintained schools,77,66,11,85.7,14.3,19.46,252665,7.5,23.27,-3.82,45,68.2,20.39,453092,6.1,12.81,1.16,0.43,0.55,20.66,0.38,2.43,261.12
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,Nursery,2,1,1,50,50,-0.12,-59899,-5.3,0.03,-0.15,0,0,0,0,0,-0.09,0.03,0,-0.03,0.04,0.1,0.32,2.24
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,Primary,58,54,4,93.1,6.9,16.38,282367,11.1,17.08,-0.7,39,72.2,15.51,397701,5.41,10.38,0.66,0.2,0.58,17.42,0.16,1.24,147.68
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,PRU,1,1,0,100,0,0.64,639433,14.5,0.64,0,1,100,0.64,639433,0.05,0.59,0,0.04,0,0.67,0,0.05,4.4
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,Secondary,11,6,5,54.5,45.5,0.29,26549,0.3,2.17,-1.88,2,33.3,1.27,634548,0.55,-0.25,0.37,0.11,-0.01,0.51,-0.01,0.66,84.87
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Lewisham,209,E09000023,Special,5,4,1,80,20,2.27,453241,10.3,3.34,-1.08,3,75,2.97,990087,0.09,2.17,0.1,0.08,0.01,2.02,0.13,0.16,21.92
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,All LA maintained schools,76,52,24,68.4,31.6,10.59,139407,5.7,14.3,-3.7,26,50,12.05,463450,5.84,4.8,0.67,1.21,-0.04,12.76,-0.06,1.41,184.64
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,Nursery,5,2,3,40,60,0.1,20781,1.7,0.38,-0.27,1,50,0.34,344958,0.01,0.08,0.04,0.11,0.01,0.14,0.06,0.11,6.1
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,Primary,60,40,20,66.7,33.3,6.6,110048,4.7,10.02,-3.42,16,40,7.83,489682,4.65,2.01,0.45,1.03,-0.06,9,-0.12,0.94,141.23
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,PRU,1,1,0,100,0,0.21,210162,8.4,0.21,0,1,100,0.21,210162,0,0.21,0,0,0,0.11,0,0,2.49
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,Secondary,3,3,0,100,0,1.46,486191,7.3,1.46,0,2,66.7,1.43,714040,0.42,1.04,0.06,-0.02,0,1.47,0,0.1,19.89
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Southwark,210,E09000028,Special,7,6,1,85.7,14.3,2.22,317055,14.9,2.23,-0.01,6,100,2.23,371931,0.76,1.46,0.12,0.09,0,2.04,0,0.26,14.94
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Tower Hamlets,211,E09000030,All LA maintained schools,84,77,7,91.7,8.3,24.03,286125,8,25.65,-1.62,32,41.6,19.52,610027,2.26,22.42,2.56,0.4,-0.65,25.65,-0.43,3.39,301.69
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Tower Hamlets,211,E09000030,Nursery,6,5,1,83.3,16.7,0.62,102706,11.5,0.9,-0.28,3,60,0.83,277611,0.33,0.3,0.11,0.01,-0.01,0.33,-0.01,0.15,5.36
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Tower Hamlets,211,E09000030,Primary,61,57,4,93.4,6.6,11.7,191806,7.1,12.36,-0.66,20,35.1,7.92,395793,1.52,10.45,1.33,0.15,-0.27,12.05,-0.29,1.88,165.61
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Tower Hamlets,211,E09000030,PRU,1,1,0,100,0,0.1,101328,2,0.1,0,0,0,0,0,0,0.1,0,0,0,0.71,0,0.04,5.06
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Tower Hamlets,211,E09000030,Secondary,11,9,2,81.8,18.2,7.27,660490,7.1,7.94,-0.67,5,55.6,6.42,1284702,0.3,7.33,0.37,0.16,-0.36,8.08,-0.14,0.71,102.87
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Tower Hamlets,211,E09000030,Special,5,5,0,100,0,4.35,870277,19.1,4.35,0,4,80,4.35,1087159,0.11,4.25,0.76,0.08,0,4.48,0,0.61,22.8
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Wandsworth,212,E09000032,All LA maintained schools,60,52,8,86.7,13.3,10,166623,6.5,11.06,-1.07,28,53.8,8.21,293281,1.3,8.7,0.34,0.04,0,10.19,0,1.04,153.4
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Wandsworth,212,E09000032,Nursery,3,2,1,66.7,33.3,0.26,87649,8,0.36,-0.1,1,50,0.3,301706,0.03,0.23,0.01,0,0,0.28,0,0.01,3.27
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Wandsworth,212,E09000032,Primary,47,42,5,89.4,10.6,8.78,186827,8.3,9.03,-0.25,25,59.5,7.24,289496,1.27,7.51,0.31,0.03,0,8.85,0,0.95,105.2
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Wandsworth,212,E09000032,PRU,3,3,0,100,0,0.7,233266,15.3,0.7,0,2,66.7,0.67,336386,0,0.7,0,0,0,0.58,0,0.01,4.58
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Wandsworth,212,E09000032,Secondary,2,0,2,0,100,-0.72,-359129,-5.2,0,-0.72,0,0,0,0,0,-0.72,0,0,0,-1.14,0,0.05,13.83
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Wandsworth,212,E09000032,Special,5,5,0,100,0,0.97,194407,3.7,0.97,0,0,0,0,0,0,0.97,0.02,0,0,1.63,0,0.02,26.51
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Westminster,213,E09000033,All LA maintained schools,40,22,17,55,42.5,1.66,41451,2.3,3.49,-1.83,11,50,2.79,253445,1.23,0.83,0.43,0,-0.4,3.56,-0.63,0.36,73.66
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Westminster,213,E09000033,Nursery,4,1,3,25,75,0.05,13380,1.3,0.36,-0.31,1,100,0.36,362098,0,-0.1,0.09,0,0.15,0.09,0.15,0.08,4.05
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Westminster,213,E09000033,Primary,33,18,14,54.5,42.4,0.4,12111,0.7,1.92,-1.52,7,38.9,1.22,174420,1.23,-0.48,0.32,0,-0.35,1.97,-0.58,0.26,54.31
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Westminster,213,E09000033,Secondary,1,1,0,100,0,0.45,447724,5.5,0.45,0,1,100,0.45,447724,0,0.45,0,0,0,0.65,0,0,8.16
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Westminster,213,E09000033,Special,2,2,0,100,0,0.76,378565,10.6,0.76,0,2,100,0.76,378566,0,0.96,0.02,0,-0.21,0.86,-0.2,0.02,7.14
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Haringey,309,E09000014,All LA maintained schools,65,53,12,81.5,18.5,7.42,114226,3.8,8.78,-1.35,15,28.3,3.92,261061,1.07,5.58,0.23,0.08,0.77,8.29,0.17,1.13,197.7
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Haringey,309,E09000014,Nursery,3,1,2,33.3,66.7,-0.09,-31189,-2,0.04,-0.13,0,0,0,0,0,0.87,-0.01,0,-0.97,0.04,0,0,4.6
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Haringey,309,E09000014,Primary,52,45,7,86.5,13.5,5.83,112195,4.6,6.8,-0.97,14,31.1,3.2,228899,0.33,3.81,-0.07,0.08,1.69,7.04,0.17,0.56,128.18
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Haringey,309,E09000014,PRU,1,0,1,0,100,0,-1855,-0.2,0,0,0,0,0,0,0,0,0.02,0,0,-0.05,0,0.03,1.03
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Haringey,309,E09000014,Secondary,5,3,2,60,40,1.1,219456,2.3,1.34,-0.25,1,33.3,0.71,711330,0.71,0.39,0.21,0,0,0.89,0,0.42,48.71
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Haringey,309,E09000014,Special,4,4,0,100,0,0.59,147169,3.9,0.59,0,0,0,0,0,0.04,0.51,0.07,0,0.04,0.36,0,0.13,15.18
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Newham,316,E09000025,All LA maintained schools,54,52,2,96.3,3.7,26.76,495581,11.7,26.95,-0.19,37,71.2,24.95,674224,17.04,9.41,0,0.16,0.32,22.73,0.27,0.32,228.1
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Newham,316,E09000025,Nursery,7,7,0,100,0,1.98,283487,19.3,1.98,0,6,85.7,1.92,320679,1.34,0.54,0,0,0.1,1.67,0.07,0,10.3
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Newham,316,E09000025,Primary,37,35,2,94.6,5.4,15.9,429601,12.2,16.08,-0.19,24,68.6,14.29,595348,10.49,5.19,0,0.16,0.22,12.75,0.2,0.19,130.12
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Newham,316,E09000025,PRU,2,2,0,100,0,0.55,275013,8.2,0.55,0,1,50,0.49,491274,0.25,0.3,0,0,0,0.64,0,0,6.73
201920,Financial year,Local authority,England,E92000001,Inner London,E13000001,Newham,316,E09000025,Secondary,8,8,0,100,0,8.33,1041458,10.3,8.33,0,6,75,8.24,1373769,4.95,3.38,0,0,0,7.68,0,0.13,80.96
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Greenwich,203,E09000011,All LA maintained schools,61,51,10,83.6,16.4,9.72,159306,5.2,11.94,-2.22,25,49,8.97,358603,5.14,4.55,1,0,0.03,13.38,-0.02,1.5,188.09
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Greenwich,203,E09000011,Nursery,4,2,2,50,50,-0.31,-78637,-6.9,0.35,-0.66,1,50,0.35,348058,0.18,-0.49,0.05,0,0,0.22,0,0.06,4.56
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Greenwich,203,E09000011,Primary,48,42,6,87.5,12.5,7.89,164346,6.4,8.37,-0.48,19,45.2,6.05,318348,2.8,5.06,0.52,0,0.03,10.76,-0.02,0.95,122.74
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Greenwich,203,E09000011,PRU,1,1,0,100,0,0.72,715603,15.2,0.72,0,1,100,0.72,715603,0.46,0.26,0.01,0,0,0.79,0,0.01,4.7
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Greenwich,203,E09000011,Secondary,6,5,1,83.3,16.7,1.53,255148,2.9,2.06,-0.53,3,60,1.41,468467,1.5,0.03,0.39,0,0,1.48,0,0.45,53.19
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Greenwich,203,E09000011,Special,2,1,1,50,50,-0.1,-51457,-3.5,0.45,-0.55,1,100,0.45,447417,0.21,-0.31,0.02,0,0,0.13,0,0.03,2.9
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Barking and Dagenham,301,E09000002,All LA maintained schools,45,39,6,86.7,13.3,12.29,273088,5.4,13.52,-1.23,14,35.9,8.94,638463,4.92,7.18,1.15,0.47,0.19,11.64,0.18,1.46,227.77
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Barking and Dagenham,301,E09000002,Primary,36,30,6,83.3,16.7,5.26,146082,4,6.49,-1.23,9,30,3.39,376248,1.62,3.63,0.61,0.29,0,5.51,0,0.79,131.23
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Barking and Dagenham,301,E09000002,PRU,1,1,0,100,0,0.35,346406,17.2,0.35,0,1,100,0.35,346406,0.23,0.11,0.05,0,0,0.31,0,0.04,2.01
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Barking and Dagenham,301,E09000002,Secondary,7,7,0,100,0,6.18,883403,7.3,6.18,0,4,57.1,5.21,1301463,2.56,3.44,0.5,0.18,0.19,5.38,0.18,0.63,84.71
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Barking and Dagenham,301,E09000002,Special,1,1,0,100,0,0.5,499753,5.1,0.5,0,0,0,0,0,0.5,0,0,0,0,0.43,0,0,9.81
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Barnet,302,E09000003,All LA maintained schools,89,72,17,80.9,19.1,9.34,104989,4.2,11.24,-1.9,24,33.3,6.67,277724,2.15,6.89,0.55,0.01,0.31,12.34,0.3,0.85,224.08
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Barnet,302,E09000003,Nursery,2,2,0,100,0,0.53,267155,17.7,0.53,0,2,100,0.53,267155,0,0.48,0.08,0,0.05,0.6,0.05,0.08,3.02
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Barnet,302,E09000003,Primary,75,59,16,78.7,21.3,7.47,99641,4.7,8.78,-1.3,19,32.2,5.03,264714,1.37,5.83,0.39,0.01,0.27,10.67,0.27,0.63,158.95
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Barnet,302,E09000003,PRU,2,2,0,100,0,0.3,150269,8.7,0.3,0,1,50,0.17,174990,0.03,0.27,0.03,0,0,0.24,0,0.04,3.47
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Barnet,302,E09000003,Secondary,7,6,1,85.7,14.3,0.47,66898,1,1.06,-0.6,1,16.7,0.47,471576,0.53,-0.06,0.03,0,0,0.34,0,0.06,48.52
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Barnet,302,E09000003,Special,3,3,0,100,0,0.57,189274,5.6,0.57,0,1,33.3,0.45,454917,0.21,0.36,0.01,0,0,0.49,-0.01,0.04,10.11
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Bexley,303,E09000004,All LA maintained schools,20,18,2,90,10,4.19,209627,11,4.36,-0.17,10,55.6,3.62,362213,1.02,3.01,0.15,0.06,0.16,3.96,0.12,0.39,38.06
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Bexley,303,E09000004,Primary,19,17,2,89.5,10.5,3.58,188302,10.1,3.74,-0.17,9,52.9,3.01,334147,0.98,2.44,0.14,0.05,0.16,3.32,0.12,0.37,35.45
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Bexley,303,E09000004,Special,1,1,0,100,0,0.61,614808,23.6,0.61,0,1,100,0.61,614808,0.04,0.57,0.01,0.01,0,0.65,0,0.01,2.61
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Brent,304,E09000005,All LA maintained schools,59,50,9,84.7,15.3,13.92,235980,8.4,14.71,-0.79,27,54,12.38,458582,7.46,9.06,0.03,0.73,-2.6,18.56,-1.89,0.9,165.51
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Brent,304,E09000005,Nursery,4,3,1,75,25,0.76,190299,17,0.8,-0.04,3,100,0.8,266298,0.08,3.32,0,0,-2.64,2.49,-1.92,0,4.47
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Brent,304,E09000005,Primary,50,43,7,86,14,11.67,233472,8.8,12.34,-0.67,21,48.8,10.04,478274,6.53,5.1,0.03,0.59,0.05,14.88,0.05,0.67,132.11
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Brent,304,E09000005,PRU,2,1,1,50,50,0.57,284248,17.2,0.65,-0.08,1,100,0.65,647007,0,0.57,0,0.04,0,0.68,0,0.04,3.3
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Brent,304,E09000005,Secondary,2,2,0,100,0,0.57,287094,2.4,0.57,0,1,50,0.55,546692,0.56,0.03,0,0.1,-0.02,0.22,-0.02,0.19,24.14
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Brent,304,E09000005,Special,1,1,0,100,0,0.35,345349,23.2,0.35,0,1,100,0.35,345349,0.3,0.05,0,0.01,0,0.28,0,0.01,1.49
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Bromley,305,E09000006,All LA maintained schools,8,7,0,87.5,0,1.69,211853,7.1,1.69,0,4,57.1,0.82,206099,0.31,1.39,0.05,0.01,0,1.46,0.03,0.26,23.95
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Bromley,305,E09000006,Primary,5,4,0,80,0,0.74,147890,10.2,0.74,0,3,75,0.56,185255,0.17,0.57,0.02,0.01,0,0.73,0,0.11,7.27
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Bromley,305,E09000006,Secondary,1,1,0,100,0,0.25,247820,3.9,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0.07,6.4
201920,Financial year,Local authority,England,E92000001,Outer London,E13000002,Bromley,305,E09000006,Special,2,2,0,100,0,0.71,353778,6.9,0.71,0,1,50,0.27,268629,0.14,0.56,0.03,0,0,0.73,0.03,0.08,10.28
